X,Y,osm_id,name,place_type,category,text_des,label
29.9382112,31.2070386,6443286997,مركز صحة الأسرة بسموحة,Clinic,Health,"تقع مركز صحة الأسرة بسموحة في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.2040933,30.0605475,6455945788,مركز سفنكس,Clinic,Health,"تقع مركز سفنكس في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
29.9251413,31.2159038,6464341985,مدرسة الشهيد عباس الأعصر الإبتدائية,School,Education,"تقع مدرسة الشهيد عباس الأعصر الإبتدائية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.2731182,30.0874718,6500318660,One Day Surgeries Hospital,Hospital,Health,"تقع One Day Surgeries Hospital في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
29.9753775,31.251513,6509448487,مستشفى الإقبال,Hospital,Health,"تقع مستشفى الإقبال في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.3286219,30.0508411,6548637385,مركز نيروكير,Clinic,Health,"تقع مركز نيروكير في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.9038663,24.086528,6553559444,عاطف الحداد,Clinic,Health,"تقع عاطف الحداد في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
29.9125867,31.1952169,6572089485,مستشفى زمزم,Hospital,Health,"تقع مستشفى زمزم في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.3418608,30.0891875,6575069741,Touches Clinic,Clinic,Health,"تقع Touches Clinic في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
29.9326961,31.2197891,6585383385,د. محمد شفيق شاهين,Clinic,Health,"تقع د. محمد شفيق شاهين في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.2490967,30.0947545,6586989894,مستشفى البتول,Hospital,Health,"تقع مستشفى البتول في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.3069372,30.0994343,6594370445,مدرسة سراى القبة الاعدادية بنات,School,Education,"تقع مدرسة سراى القبة الاعدادية بنات في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.2817941,29.9734067,6595817693,El Nakhel Hospital,Hospital,Health,"تقع El Nakhel Hospital في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.3118454,29.9825818,6600552477,The Egyptian international school - El Marag,School,Education,"تقع The Egyptian international school - El Marag في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.3053274,30.0920762,6613793606,مدرسة كاظم اغا الابتدائية,School,Education,"تقع مدرسة كاظم اغا الابتدائية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
29.9914857,31.2297019,6632972242,وحدة صحة أسرة دنا الجديدة (الوطنية) - منطقة شرق الطبية,Clinic,Health,"تقع وحدة صحة أسرة دنا الجديدة (الوطنية) - منطقة شرق الطبية في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
29.9592561,31.2299351,6641374085,مدرسة النجم الساطع الليبية,School,Education,"تقع مدرسة النجم الساطع الليبية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.6355301,30.417604,6644423452,Sekem Medical Centre,Hospital,Health,"تقع Sekem Medical Centre في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.2488562,29.974263,6669794949,عيادات الشفاء التخصصية,Clinic,Health,"تقع عيادات الشفاء التخصصية في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.3274532,30.127331,6743975794,Elsalam Hospital مستشفى السلام,Hospital,Health,"تقع Elsalam Hospital مستشفى السلام في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
27.2430948,31.3512468,6784633286,مستشفى عرابي التخصصي,Hospital,Health,"تقع مستشفى عرابي التخصصي في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
27.2441196,31.3513891,6784703885,مدرسة زاهر جلال,School,Education,"تقع مدرسة زاهر جلال في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.2123314,30.0165177,6790594488,استشاري جراحة الأطفال - دكتور/ خالد صلاح - Dr/ Khaled Salah,Clinic,Health,"تقع استشاري جراحة الأطفال - دكتور/ خالد صلاح - Dr/ Khaled Salah في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.3312422,30.0983618,6795952385,مستش,Hospital,Health,"تقع مستش في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
29.9085547,31.1910639,6796349005,مستشفى سهلا الجديدة,Hospital,Health,"تقع مستشفى سهلا الجديدة في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
30.7569163,28.0952585,6806985285,دكتور ياسر الحسيني فتحي,Clinic,Health,"تقع دكتور ياسر الحسيني فتحي في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.3401779,29.8422293,6810153718,Al-Muslim Al-Sagheer,School,Education,"تقع Al-Muslim Al-Sagheer في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
25.1592019,31.5608844,6817313185,مستشفي السلوم المركزي,Clinic,Health,"تقع مستشفي السلوم المركزي في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.7019659,30.1371584,6865497248,مدرسة طلعت حرب الفندقية,School,Education,"تقع مدرسة طلعت حرب الفندقية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.713015,30.1387702,6865497250,مدرسة تحيا مصر الإعدادية,School,Education,"تقع مدرسة تحيا مصر الإعدادية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.1705293,27.1897353,6935686634,كلية العلوم,University,Education,"تقع كلية العلوم في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.2456346,30.0606418,6946430685,معمل د.إيليا أنيس إسحق,Clinic,Health,"تقع معمل د.إيليا أنيس إسحق في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
29.9531454,31.2072614,6948109927,دكتور ممدوح حسين لطب الاطفال,Hospital,Health,"تقع دكتور ممدوح حسين لطب الاطفال في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
29.9447672,31.2154155,6948848891,Jamalek Skin Center Smouha,Clinic,Health,"تقع Jamalek Skin Center Smouha في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
29.941974,31.2158369,6948853990,مستشفي اسكندرية الدولي,Hospital,Health,"تقع مستشفي اسكندرية الدولي في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
29.9971426,31.2385737,6968134385,مدرسة د. عائشة عبد الرحمن الثانوية - بنات,School,Education,"تقع مدرسة د. عائشة عبد الرحمن الثانوية - بنات في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.3025062,30.086977,6968250185,مركز مصر للأشعة,Clinic,Health,"تقع مركز مصر للأشعة في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.3207353,30.1292933,6970489318,Bright dental center,Hospital,Health,"تقع Bright dental center في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
28.409126,31.0490672,6976458373,مدرسة الضبعة الفنية المتقدمة لتكنولوجيا الطاقة النووية,School,Education,"تقع مدرسة الضبعة الفنية المتقدمة لتكنولوجيا الطاقة النووية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
29.8749193,31.1634679,6982945286,الثلاث مدارس,School,Education,"تقع الثلاث مدارس في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
29.8708821,31.1698343,6982945486,النصر الشاملة,Hospital,Health,"تقع النصر الشاملة في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
32.2703428,31.2675342,7022378617,Alglaa Pharmacy portsaid - صيدلية الجلاء بورسعيد,Hospital,Health,"تقع Alglaa Pharmacy portsaid - صيدلية الجلاء بورسعيد في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.5649364,30.4238256,7070042735,د / احمد شلبي,Clinic,Health,"تقع د / احمد شلبي في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
33.8267656,27.198284,7146563486,El Kawser Private Hospital,Hospital,Health,"تقع El Kawser Private Hospital في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.2636082,30.0599146,7147303485,205 عيادة الدكتور أحمد عبدالعزيز أبو زيد/استاذ الجراحة/ جامعة عين شمس,Clinic,Health,"تقع 205 عيادة الدكتور أحمد عبدالعزيز أبو زيد/استاذ الجراحة/ جامعة عين شمس في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.7367214,30.6133195,7234296652,الدكتور هيثم الطحلاوي لطب الفم وجميل الاسنان,Clinic,Health,"تقع الدكتور هيثم الطحلاوي لطب الفم وجميل الاسنان في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.3417916,30.0798217,7266633050,"دكتورة جميلة محمد نصر، القلب و الأوعية الدموية",Clinic,Health,"تقع دكتورة جميلة محمد نصر، القلب و الأوعية الدموية في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.3087414,30.3175479,7271343185,مستشفي الشاملة شبين القناطر,Clinic,Health,"تقع مستشفي الشاملة شبين القناطر في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.289008,30.3277122,7271343285,مدرسة أنور حسان,School,Education,"تقع مدرسة أنور حسان في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.8873904,26.3470237,7288659118,Family clinic عيادات الاسرة,Hospital,Health,"تقع Family clinic عيادات الاسرة في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
32.9257195,24.1030246,7305484193,General Hospital,Clinic,Health,"تقع General Hospital في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.3268199,29.8437594,7345679685,محمد حسن الفقي,Clinic,Health,"تقع محمد حسن الفقي في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.3156638,29.9751122,7367385103,عيادة د.أشرف سيد كامل لطب الأطفال,Clinic,Health,"تقع عيادة د.أشرف سيد كامل لطب الأطفال في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.0068038,30.5525503,7464934905,مستوصف السيدة العذراء,Hospital,Health,"تقع مستوصف السيدة العذراء في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
30.9341442,31.1154724,7467342543,bakr dental clinic,Hospital,Health,"تقع bakr dental clinic في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
30.9707252,29.9530615,7516169085,شارع حورس,School,Education,"تقع شارع حورس في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
30.9752977,29.9576032,7516169086,مدرسة الشباب والرياضة,School,Education,"تقع مدرسة الشباب والرياضة في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.315031,29.9811655,7635900880,Pharmancy,Hospital,Health,"تقع Pharmancy في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
30.5266137,30.3755554,7644688489,الشهيد محمد شعبان,School,Education,"تقع الشهيد محمد شعبان في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.4260482,30.0011112,7912594388,Canadian International School of Cairo,School,Education,"تقع Canadian International School of Cairo في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
29.9333478,31.2063166,7927743786,Mohamed fawzy moaz school,School,Education,"تقع Mohamed fawzy moaz school في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
30.0778434,30.7600122,7931900885,معمل الصفوة,Clinic,Health,"تقع معمل الصفوة في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.1922102,30.1241237,7968247693,الوحدة الصحية بطناش,Hospital,Health,"تقع الوحدة الصحية بطناش في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.339633,30.0754592,7973148688,عيادات سيمويا الايطالية للتجميل SIMOE Italian Beauty Clinics,Clinic,Health,"تقع عيادات سيمويا الايطالية للتجميل SIMOE Italian Beauty Clinics في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.9439453,31.1646368,8008006996,المعهد الديني المنزله,School,Education,"تقع المعهد الديني المنزله في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.4307162,30.0035594,8022166385,معاهد البخارى التجمع,School,Education,"تقع معاهد البخارى التجمع في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
30.5376648,30.8263964,8232520551,عيادة الدكتور أسامة سيف,Clinic,Health,"تقع عيادة الدكتور أسامة سيف في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.3325384,30.0987504,8269531226,مدرسة نوتردام,School,Education,"تقع مدرسة نوتردام في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.3047611,29.9855331,8314937117,الفيوتشر,School,Education,"تقع الفيوتشر في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.3073714,30.929692,8334043917,بقطارس الابتدائية المشتركة,School,Education,"تقع بقطارس الابتدائية المشتركة في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.2383746,30.051386,8343379230,مستشفى هيئة النقل العام,Hospital,Health,"تقع مستشفى هيئة النقل العام في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.0067546,30.0218222,8405405096,Rofayda Maternity Hospital,Hospital,Health,"تقع Rofayda Maternity Hospital في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.3039112,30.0915657,8411329858,مدرسة القبة الثانوية بنين,School,Education,"تقع مدرسة القبة الثانوية بنين في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.3023367,30.0926402,8411329859,مدرسة النور بحمامات القبة للمكفوفين,School,Education,"تقع مدرسة النور بحمامات القبة للمكفوفين في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.3012961,30.0925543,8411329860,مدرسة المستقبل الرسمية للغات,School,Education,"تقع مدرسة المستقبل الرسمية للغات في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.3014033,30.0909693,8411329865,مدرسة الجيل الجديد,School,Education,"تقع مدرسة الجيل الجديد في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.2990484,30.0883955,8411329877,مستشفى الحياة التخصصى,Hospital,Health,"تقع مستشفى الحياة التخصصى في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.2975356,30.0887483,8411329881,مدرسة ابو بكر الصديق الاعدادية بنين,School,Education,"تقع مدرسة ابو بكر الصديق الاعدادية بنين في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.2978863,30.0866596,8411329887,مدرسة ابن سندر الاعدادية,School,Education,"تقع مدرسة ابن سندر الاعدادية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.3065009,30.0961525,8412022595,مدرسة القبة الثانوية - بنات,School,Education,"تقع مدرسة القبة الثانوية - بنات في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.3084455,30.094723,8414617069,مدرسة كلية السلام,School,Education,"تقع مدرسة كلية السلام في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.3319027,30.0947798,8435463580,تكنو سكان,Clinic,Health,"تقع تكنو سكان في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.8597059,26.2952165,8442563817,عيادة الدكتور محمود درويش,Clinic,Health,"تقع عيادة الدكتور محمود درويش في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.2098896,30.0380016,8492017117,مركز الدقي للأشعة,Clinic,Health,"تقع مركز الدقي للأشعة في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.3664536,30.1218731,8496848667,مستشفى دكتور عادل صادق لعلاج الامراض النفسية و الإدمان,Hospital,Health,"تقع مستشفى دكتور عادل صادق لعلاج الامراض النفسية و الإدمان في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.4861358,30.0283455,8501558934,عيادة الدكتور عمرو سويدان,Clinic,Health,"تقع عيادة الدكتور عمرو سويدان في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.1997567,30.0090415,8525210717,ض,Clinic,Health,"تقع ض في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.2000708,30.0134787,8525210719,عيادة الدكتور احمد محمود عبدالحفيظ إستشاري صدر,Clinic,Health,"تقع عيادة الدكتور احمد محمود عبدالحفيظ إستشاري صدر في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.2123823,30.0304354,8525210817,مركز القلب والشرائين للرعاية الطبية,Clinic,Health,"تقع مركز القلب والشرائين للرعاية الطبية في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.3094992,30.093691,8553680280,مدرسة الطبرى الابتدائية,School,Education,"تقع مدرسة الطبرى الابتدائية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.527074,29.9936449,8564623337,مدرسة النيل المصرية,School,Education,"تقع مدرسة النيل المصرية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
30.7594908,30.5514404,8595939883,مدرسة عمر شاهين الاعدادية,School,Education,"تقع مدرسة عمر شاهين الاعدادية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
30.9190033,29.9519168,8602282617,زهره المدائن,School,Education,"تقع زهره المدائن في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.2432214,30.0441751,8611347645,مكتب صحة - عابدين,Clinic,Health,"تقع مكتب صحة - عابدين في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.2442788,30.0397738,8611347646,مركز طبي عابدين (ابو طبل),Clinic,Health,"تقع مركز طبي عابدين (ابو طبل) في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
29.9576749,31.2370413,8679556020,المستشفى الألماني  مركز القلب الألماني,Hospital,Health,"تقع المستشفى الألماني  مركز القلب الألماني في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
30.9998893,30.0308912,8790034817,د. أحمد وجيه,Clinic,Health,"تقع د. أحمد وجيه في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.0724737,30.4702651,8819019261,الوحدة الصحية بقرية المقاطع,Hospital,Health,"تقع الوحدة الصحية بقرية المقاطع في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.3232768,30.1430443,8842480762,عيادة الدكتور كيرلس كمال رزق,Clinic,Health,"تقع عيادة الدكتور كيرلس كمال رزق في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.4853836,30.0345352,8866998349,Zaki Dental Clinic,Clinic,Health,"تقع Zaki Dental Clinic في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.3500451,30.0990398,8893396233,مستشفی الجلاء العسكري,Clinic,Health,"تقع مستشفی الجلاء العسكري في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
29.5737539,30.8831696,8968577939,مستشفي برج العرب العام,Hospital,Health,"تقع مستشفي برج العرب العام في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.1610182,29.9932249,8984182236,مدارس اسباتس الخاصة,School,Education,"تقع مدارس اسباتس الخاصة في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
30.0074204,31.2627606,8997180445,عياده الدكتور اميل عطالله,Clinic,Health,"تقع عياده الدكتور اميل عطالله في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.1403804,30.1498791,8999676687,مدرسه برطس الاعداديه المشتركه,School,Education,"تقع مدرسه برطس الاعداديه المشتركه في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
30.3666711,31.028917,9002231384,مدرسة كيمان دميسه,School,Education,"تقع مدرسة كيمان دميسه في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
29.96397,31.2392452,9006511017,المسشتفى التخصصي لامراض الجهاز الهضمي والكبد,Hospital,Health,"تقع المسشتفى التخصصي لامراض الجهاز الهضمي والكبد في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.8086842,31.4057516,9051708228,مدرسة منية دمياط الاعدادية,School,Education,"تقع مدرسة منية دمياط الاعدادية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
29.9620771,31.2377873,9062912017,معمل المبرة جليم لتحاليل,Clinic,Health,"تقع معمل المبرة جليم لتحاليل في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
29.9630934,31.2385483,9064027917,مبرة العصافرة للتحاليل جليم,Clinic,Health,"تقع مبرة العصافرة للتحاليل جليم في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
30.0060922,31.2640047,9074826432,عياده الدكتور اميل عطالله,Clinic,Health,"تقع عياده الدكتور اميل عطالله في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.3736285,30.0796287,9100036719,مستشفى الكهرباء بألماظة,Clinic,Health,"تقع مستشفى الكهرباء بألماظة في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.352549,30.0556972,9165743652,د. ملك نادر,Clinic,Health,"تقع د. ملك نادر في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
30.9951822,30.7873512,9181240391,الدكتور حسام الحوشي,Clinic,Health,"تقع الدكتور حسام الحوشي في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
30.9415917,30.6682316,9201282842,مدرسة بروي الابتدائيه المشتركه,School,Education,"تقع مدرسة بروي الابتدائيه المشتركه في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.2729478,29.9840696,9227183317,مستشفي الياسمين بالمعادي,Clinic,Health,"تقع مستشفي الياسمين بالمعادي في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
32.7617347,25.736702,9253917819,الأقصر الثانوية للمتفوقين في العلوم والتكنولوجيا,School,Education,"تقع الأقصر الثانوية للمتفوقين في العلوم والتكنولوجيا في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.502158,30.0555601,9286224566,مدرسة غرياني الدولية,School,Education,"تقع مدرسة غرياني الدولية في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
34.2895602,27.8922684,9300702927,King International University Salmaa,University,Education,"تقع King International University Salmaa في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.7440456,26.5606661,9319623397,معهد مبروك الازهرى,School,Education,"تقع معهد مبروك الازهرى في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
29.9101858,31.2018205,9349213302,Alsalama Hospital,Hospital,Health,"تقع Alsalama Hospital في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.3895394,30.1648545,9353567607,مدارس الشعراوي الحديثة الخاصة,School,Education,"تقع مدارس الشعراوي الحديثة الخاصة في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
29.8877093,31.1924056,9354385246,Nabil El Wakad Official Language School,School,Education,"تقع Nabil El Wakad Official Language School في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
34.3044144,27.8609939,9385788533,Sinai Clinic Hospital,Hospital,Health,"تقع Sinai Clinic Hospital في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.1724843,30.0155486,9431855191,مدرسة الكرنك الخاصة,School,Education,"تقع مدرسة الكرنك الخاصة في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.1724532,30.0155567,9437339205,مدرسة الكرنك الخاصة,School,Education,"تقع مدرسة الكرنك الخاصة في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.2437068,29.8503091,9462334224,مدرسة ميت رهينة الاعدادية بنين,School,Education,"تقع مدرسة ميت رهينة الاعدادية بنين في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.1449995,31.0928946,9490253796,مدرسة خالد بن الوليد التجارية للبنات بدمرو,School,Education,"تقع مدرسة خالد بن الوليد التجارية للبنات بدمرو في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.1773338,29.9916871,9505425582,مدرسة الضياء الخاصة,School,Education,"تقع مدرسة الضياء الخاصة في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.2289619,30.0125466,9509648007,دار السلام للأورام (هرمل),Hospital,Health,"تقع دار السلام للأورام (هرمل) في القاهرة، مصر. نوع المنطقة: مستشفى. البيانات من OpenStreetMap.",0
31.2288914,29.8542633,9509994500,مجمع مدارس سقارة,School,Education,"تقع مجمع مدارس سقارة في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.2187612,29.8903099,9511984996,مدرسة الشهيد صابر عبد الحكيم,School,Education,"تقع مدرسة الشهيد صابر عبد الحكيم في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.1315275,29.9912065,9521824404,مدرسة نصار الإبتدائية المشتركة,School,Education,"تقع مدرسة نصار الإبتدائية المشتركة في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.8147081,31.4091204,9535875883,مدرسة مشرفة الاعدادية بنين,School,Education,"تقع مدرسة مشرفة الاعدادية بنين في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
31.1945838,30.0818178,9555718717,مركز الربيع لعلاج آلام العمود الفقري و الغضروف,Clinic,Health,"تقع مركز الربيع لعلاج آلام العمود الفقري و الغضروف في القاهرة، مصر. نوع المنطقة: عام. البيانات من OpenStreetMap.",0
31.1851933,30.0098294,9560550632,مدرسة حسام الدين الخاصة,School,Education,"تقع مدرسة حسام الدين الخاصة في القاهرة، مصر. نوع المنطقة: مدرسة. البيانات من OpenStreetMap.",0
